shipment_id,sales_order_id,carrier_name,tracking_number,origin,destination,status,eta,actual_delivery,shipping_cost
SHIP02654,SO02654,Kuehne + Nagel,TRK-KUE-15807154,"Osaka, Japan","Hamilton, India",Delayed,2026-01-22,,267.95
SHIP02655,SO02655,Kuehne + Nagel,TRK-KUE-45898048,"Bengaluru, India","Dallas, Germany",Delivered,2026-02-21,2026-02-22,622.96
SHIP02656,SO02656,UPS Supply Chain,TRK-UPS-39295050,"Frankfurt, Germany","Birmingham, South Korea",In Transit,2026-07-02,,789.98
SHIP02657,SO02657,DB Schenker,TRK-DB -76247842,"Taipei, Taiwan","Nagoya, Japan",Preparing,2026-07-05,,1655.89
SHIP02658,SO02658,FedEx Freight,TRK-FED-47189147,"Yokohama, Japan","Nagoya, Japan",Delivered,2026-07-23,2026-07-24,1446.09
SHIP02659,SO02659,FedEx Freight,TRK-FED-99167163,"Osaka, Japan","Seoul, United States",Delivered,2025-10-01,2025-10-01,678.88
SHIP02660,SO02660,Kuehne + Nagel,TRK-KUE-56078398,"Guadalajara, Mexico","Ningbo, United States",In Transit,2026-01-30,,1171.79
SHIP02661,SO02661,UPS Supply Chain,TRK-UPS-90232059,"Monterrey, Mexico","Chicago, United States",Delivered,2026-01-26,2026-01-25,272.93
SHIP02662,SO02662,Kuehne + Nagel,TRK-KUE-56122294,"Pune, India","Ningbo, Japan",Delayed,2026-03-20,,1620.5
SHIP02663,SO02663,DHL Express,TRK-DHL-83733688,Singapore,"Seoul, United States",In Transit,2025-09-19,,1196.31
SHIP02664,SO02664,FedEx Freight,TRK-FED-99734256,"Monterrey, Mexico","Munich, India",Delivered,2025-10-18,2025-10-19,1534.33
SHIP02665,SO02665,DHL Express,TRK-DHL-48538621,"Guadalajara, Mexico","Querétaro, Japan",Delivered,2026-03-22,2026-03-23,199.34
SHIP02666,SO02666,DB Schenker,TRK-DB -52087573,"Munich, Germany","Monterrey, United States",Delivered,2026-05-26,2026-05-26,1376.51
SHIP02667,SO02667,Maersk Logistics,TRK-MAE-42783456,"Chicago, IL, USA","Munich, Taiwan",Delivered,2025-09-10,2025-09-09,1001.17
SHIP02668,SO02668,FedEx Freight,TRK-FED-93599023,"Osaka, Japan","Hamilton, India",Delivered,2025-11-23,2025-11-24,904.62
SHIP02669,SO02669,DB Schenker,TRK-DB -88957666,"Shenzhen, China","Ningbo, Mexico",Delivered,2026-01-23,2026-01-22,1255.3
SHIP02670,SO02670,Maersk Logistics,TRK-MAE-16478860,"Incheon, South Korea","Chicago, China",Delivered,2026-04-24,2026-04-23,766.77
SHIP02671,SO02671,FedEx Freight,TRK-FED-91510122,"Taipei, Taiwan","Munich, Germany",Delivered,2026-01-10,2026-01-10,890.01
SHIP02672,SO02672,UPS Supply Chain,TRK-UPS-39703484,"Pune, India","Bengaluru, United States",Preparing,2025-11-12,,1533.86
SHIP02673,SO02673,UPS Supply Chain,TRK-UPS-80514679,"Dallas, TX, USA","Munich, Vietnam",Returned,2025-12-18,2025-12-23,468.15
SHIP02674,SO02674,UPS Supply Chain,TRK-UPS-54870376,Singapore,"Birmingham, India",Delivered,2026-07-21,2026-07-22,1348.38
SHIP02675,SO02675,DB Schenker,TRK-DB -41705247,"Taipei, Taiwan","Shenzhen, China",Delivered,2026-01-08,2026-01-11,1436.62
SHIP02676,SO02676,Kuehne + Nagel,TRK-KUE-50590388,"Rotterdam, Netherlands","Hai Phong, Canada",Delivered,2026-05-15,2026-05-14,1685.72
SHIP02677,SO02677,Maersk Logistics,TRK-MAE-29848005,"Monterrey, Mexico","Nagoya, Mexico",Delivered,2026-06-14,2026-06-14,316.64
SHIP02678,SO02678,DHL Express,TRK-DHL-70802261,"Dallas, TX, USA","Querétaro, China",Delivered,2026-07-17,2026-07-17,1314.13
SHIP02679,SO02679,Kuehne + Nagel,TRK-KUE-60295187,"Bengaluru, India","Seoul, Germany",Delayed,2025-11-20,,516.7
SHIP02680,SO02680,FedEx Freight,TRK-FED-72441119,"Toronto, Canada","Nagoya, Taiwan",In Transit,2026-02-24,,1760.05
SHIP02681,SO02681,DHL Express,TRK-DHL-36388761,"Chicago, IL, USA","Munich, Germany",In Transit,2026-02-12,,1638.72
SHIP02682,SO02682,FedEx Freight,TRK-FED-25686704,"Taipei, Taiwan","Shenzhen, Vietnam",In Transit,2026-05-03,,775.39
SHIP02683,SO02683,Kuehne + Nagel,TRK-KUE-23902589,"Munich, Germany","Detroit, Vietnam",In Transit,2025-10-09,,87.98
SHIP02684,SO02684,Kuehne + Nagel,TRK-KUE-22118588,"Bengaluru, India","Incheon, Mexico",Delayed,2025-09-09,,1049.6
SHIP02685,SO02685,Kuehne + Nagel,TRK-KUE-97821688,"Shenzhen, China","Monterrey, South Korea",Delivered,2025-12-03,2025-12-03,1059.07
SHIP02686,SO02686,DB Schenker,TRK-DB -25735080,"Taipei, Taiwan","Osaka, China",In Transit,2026-02-17,,1740.61
SHIP02687,SO02687,UPS Supply Chain,TRK-UPS-22140127,"Dallas, TX, USA","Shenzhen, China",Delivered,2026-03-21,2026-03-21,651.85
SHIP02688,SO02688,DB Schenker,TRK-DB -11419621,"Osaka, Japan","Dortmund, United Kingdom",Delivered,2025-12-16,2025-12-17,1119.07
SHIP02689,SO02689,DB Schenker,TRK-DB -69741827,"Taipei, Taiwan","Monterrey, India",Delayed,2026-05-26,,1291.75
SHIP02690,SO02690,DB Schenker,TRK-DB -88072407,"Taipei, Taiwan","Dortmund, China",Returned,2026-08-01,2026-08-07,1400.84
SHIP02691,SO02691,Maersk Logistics,TRK-MAE-76820018,"Munich, Germany","Dortmund, Germany",Delivered,2026-05-25,2026-05-28,1770.17
SHIP02692,SO02692,FedEx Freight,TRK-FED-95743416,"Seattle, WA, USA","Pune, Taiwan",In Transit,2026-04-04,,454.45
SHIP02693,SO02693,FedEx Freight,TRK-FED-42656722,"Melbourne, Australia","Ningbo, United States",In Transit,2026-07-07,,1764.23
SHIP02694,SO02694,FedEx Freight,TRK-FED-64888868,"Atlanta, GA, USA","Osaka, India",Delivered,2026-03-04,2026-03-05,1706.39
SHIP02695,SO02695,FedEx Freight,TRK-FED-45468419,"Dallas, TX, USA","Dallas, Japan",Delivered,2026-04-26,2026-04-26,400.75
SHIP02696,SO02696,Kuehne + Nagel,TRK-KUE-19633182,"Stuttgart, Germany","Birmingham, South Korea",Delivered,2025-09-28,2025-09-29,517.59
SHIP02697,SO02697,Maersk Logistics,TRK-MAE-70868253,"Taipei, Taiwan","Bengaluru, United States",Delivered,2026-01-12,2026-01-12,553.76
SHIP02698,SO02698,DHL Express,TRK-DHL-53741624,"London, UK","Hamilton, United Kingdom",In Transit,2025-09-22,,910.38
SHIP02699,SO02699,DHL Express,TRK-DHL-87283740,"Munich, Germany","Hsinchu, South Korea",Delayed,2025-11-21,,331.78
SHIP02700,SO02700,FedEx Freight,TRK-FED-35350384,"Seattle, WA, USA","Ningbo, Canada",In Transit,2025-09-04,,789.77
SHIP02701,SO02701,Maersk Logistics,TRK-MAE-59439414,"Taipei, Taiwan","Bengaluru, Vietnam",Delivered,2026-04-25,2026-05-03,234.88
SHIP02702,SO02702,Kuehne + Nagel,TRK-KUE-71833758,"Taipei, Taiwan","Incheon, Vietnam",In Transit,2026-04-20,,874.61
SHIP02703,SO02703,FedEx Freight,TRK-FED-81222212,"Bengaluru, India","Monterrey, Canada",Delivered,2026-02-21,2026-02-22,1698.78
SHIP02704,SO02704,DB Schenker,TRK-DB -37349261,"Tokyo, Japan","Querétaro, United States",Delivered,2026-01-21,2026-01-22,841.86
SHIP02705,SO02705,DHL Express,TRK-DHL-36655076,"Seattle, WA, USA","Taipei, Germany",Delivered,2026-04-15,2026-04-16,1106.74
SHIP02706,SO02706,UPS Supply Chain,TRK-UPS-42394123,"Taipei, Taiwan","Incheon, Vietnam",Delivered,2026-01-12,2026-01-12,1311.81
SHIP02707,SO02707,DHL Express,TRK-DHL-98009097,"Frankfurt, Germany","Seoul, India",Delivered,2026-05-19,2026-05-18,320.93
SHIP02708,SO02708,UPS Supply Chain,TRK-UPS-36393913,"Tokyo, Japan","Stuttgart, China",Delivered,2026-02-13,2026-02-13,771.93
SHIP02709,SO02709,Kuehne + Nagel,TRK-KUE-17075578,"Tokyo, Japan","Dallas, United Kingdom",Preparing,2026-06-27,,1702.82
SHIP02710,SO02710,FedEx Freight,TRK-FED-48760682,"Stuttgart, Germany","Hsinchu, Japan",Delayed,2026-02-07,,1581.45
SHIP02711,SO02711,Maersk Logistics,TRK-MAE-69366211,"Frankfurt, Germany","Hsinchu, China",In Transit,2025-10-30,,283.92
SHIP02712,SO02712,Maersk Logistics,TRK-MAE-89651226,"Melbourne, Australia","Hai Phong, Germany",Delivered,2025-09-30,2025-09-30,702.26
SHIP02713,SO02713,DHL Express,TRK-DHL-61203759,"Dallas, TX, USA","Chicago, Taiwan",Delivered,2025-11-17,2025-11-18,487.82
SHIP02714,SO02714,DB Schenker,TRK-DB -38769948,"Taipei, Taiwan","Monterrey, Japan",Delivered,2026-04-10,2026-04-11,1270.51
SHIP02715,SO02715,DB Schenker,TRK-DB -20526143,"Hamburg, Germany","Munich, China",In Transit,2025-11-08,,1271.56
SHIP02716,SO02716,DHL Express,TRK-DHL-53708274,"Yokohama, Japan","Dortmund, Mexico",In Transit,2025-10-19,,263.49
SHIP02717,SO02717,Maersk Logistics,TRK-MAE-85154177,"Osaka, Japan","Hamilton, Germany",Delivered,2025-10-01,2025-09-30,478.14
SHIP02718,SO02718,Kuehne + Nagel,TRK-KUE-57351273,"Guadalajara, Mexico","Osaka, Germany",In Transit,2025-09-23,,109.88
SHIP02719,SO02719,FedEx Freight,TRK-FED-95819148,"Guadalajara, Mexico","Detroit, Japan",Delayed,2025-12-20,,555.32
SHIP02720,SO02720,DB Schenker,TRK-DB -70728265,"Tokyo, Japan","Dallas, United Kingdom",In Transit,2026-03-05,,1010.58
SHIP02721,SO02721,UPS Supply Chain,TRK-UPS-87432103,"Seattle, WA, USA","Incheon, Vietnam",Preparing,2026-01-28,,1732.32
SHIP02722,SO02722,Maersk Logistics,TRK-MAE-48897074,"Osaka, Japan","Querétaro, China",Delivered,2026-05-24,2026-05-25,1236.78
SHIP02723,SO02723,Kuehne + Nagel,TRK-KUE-81636265,"Rotterdam, Netherlands","Bengaluru, Taiwan",Delivered,2026-05-24,2026-05-26,599.81
SHIP02724,SO02724,Maersk Logistics,TRK-MAE-91785002,"Los Angeles, CA, USA","Querétaro, United States",Delivered,2026-03-07,2026-03-07,1607.91
SHIP02725,SO02725,Kuehne + Nagel,TRK-KUE-79733910,"Incheon, South Korea","Shenzhen, Germany",In Transit,2025-10-01,,1436.06
SHIP02726,SO02726,DB Schenker,TRK-DB -97654937,"Osaka, Japan","Suzhou, Germany",Delivered,2026-04-07,2026-04-14,551.93
SHIP02727,SO02727,UPS Supply Chain,TRK-UPS-28743825,"Guadalajara, Mexico","Pune, United States",In Transit,2025-10-12,,451.88
SHIP02728,SO02728,DHL Express,TRK-DHL-23955127,"Detroit, MI, USA","Tokyo, United Kingdom",Delivered,2026-04-05,2026-04-04,1826.21
SHIP02729,SO02729,Kuehne + Nagel,TRK-KUE-89384483,"Monterrey, Mexico","Shenzhen, Germany",Delivered,2026-01-18,2026-01-17,682.01
SHIP02730,SO02730,FedEx Freight,TRK-FED-18349537,"Seattle, WA, USA","Incheon, United Kingdom",In Transit,2025-12-26,,1124.44
SHIP02731,SO02731,UPS Supply Chain,TRK-UPS-49240528,"Dallas, TX, USA","Suzhou, Mexico",Delivered,2026-04-13,2026-04-12,1506.76
SHIP02732,SO02732,Maersk Logistics,TRK-MAE-32327656,"Yokohama, Japan","Munich, Vietnam",In Transit,2025-11-09,,1199.76
SHIP02733,SO02733,UPS Supply Chain,TRK-UPS-76259374,"Monterrey, Mexico","Taipei, China",Delayed,2026-05-19,,243.99
SHIP02734,SO02734,FedEx Freight,TRK-FED-87599977,Singapore,"Monterrey, Japan",Delivered,2025-12-03,2025-12-04,751.5
SHIP02735,SO02735,DB Schenker,TRK-DB -63810057,Singapore,"Pune, China",Delivered,2025-09-11,2025-09-19,418.68
SHIP02736,SO02736,DHL Express,TRK-DHL-87344853,"Osaka, Japan","Monterrey, Germany",Delivered,2025-11-06,2025-11-14,334.54
SHIP02737,SO02737,DB Schenker,TRK-DB -46648354,"Toronto, Canada","Tokyo, Germany",Delivered,2025-10-21,2025-10-24,1268.44
SHIP02738,SO02738,Maersk Logistics,TRK-MAE-50430836,"Guadalajara, Mexico","Querétaro, Japan",In Transit,2026-04-26,,1677.93
SHIP02739,SO02739,Kuehne + Nagel,TRK-KUE-20489835,"Stuttgart, Germany","Hamilton, Vietnam",In Transit,2026-04-05,,1328.48
SHIP02740,SO02740,DHL Express,TRK-DHL-14012266,"Atlanta, GA, USA","Hai Phong, United States",Delivered,2026-06-06,2026-06-06,450.62
SHIP02741,SO02741,FedEx Freight,TRK-FED-65085084,"Munich, Germany","Shenzhen, United Kingdom",Returned,2026-05-10,2026-05-19,1711.24
SHIP02742,SO02742,UPS Supply Chain,TRK-UPS-35045219,"Munich, Germany","Munich, Mexico",Preparing,2025-12-26,,144.22
SHIP02743,SO02743,DHL Express,TRK-DHL-97360110,"Tokyo, Japan","Nagoya, Canada",Delivered,2026-02-09,2026-02-09,1027.44
SHIP02744,SO02744,DHL Express,TRK-DHL-35016926,"Shenzhen, China","Suzhou, Vietnam",Delivered,2026-04-15,2026-04-16,1496.01
SHIP02745,SO02745,UPS Supply Chain,TRK-UPS-47368212,"Monterrey, Mexico","Nagoya, Vietnam",Delivered,2026-02-21,2026-02-22,835.69
SHIP02746,SO02746,Maersk Logistics,TRK-MAE-11782558,"Munich, Germany","Shenzhen, Vietnam",In Transit,2026-07-18,,623.88
SHIP02747,SO02747,DB Schenker,TRK-DB -41717766,"Dallas, TX, USA","Tokyo, India",In Transit,2026-03-11,,1372.78
SHIP02748,SO02748,UPS Supply Chain,TRK-UPS-28358347,Singapore,"Dallas, China",In Transit,2025-11-29,,1823.2
SHIP02749,SO02749,DHL Express,TRK-DHL-66591313,"Stuttgart, Germany","Pune, Japan",Delivered,2026-02-24,2026-02-24,1518.1
SHIP02750,SO02750,UPS Supply Chain,TRK-UPS-87327724,"Stuttgart, Germany","Munich, Japan",In Transit,2026-03-24,,674.4
SHIP02751,SO02751,DB Schenker,TRK-DB -85559709,"Pune, India","Dallas, India",Delayed,2026-05-17,,896.47
SHIP02752,SO02752,FedEx Freight,TRK-FED-19150511,"Taipei, Taiwan","Nagoya, Taiwan",In Transit,2026-04-29,,1508.08
SHIP02753,SO02753,Maersk Logistics,TRK-MAE-49838177,"Seattle, WA, USA","Munich, Germany",Delivered,2026-06-09,2026-06-09,1848.0
SHIP02754,SO02754,Kuehne + Nagel,TRK-KUE-76799911,"Pune, India","Bengaluru, Germany",Delayed,2026-03-01,,1317.87
SHIP02755,SO02755,Kuehne + Nagel,TRK-KUE-46818744,"Taipei, Taiwan","Seoul, Japan",In Transit,2025-11-27,,906.09
SHIP02756,SO02756,Maersk Logistics,TRK-MAE-65014131,"Munich, Germany","Stuttgart, China",Delivered,2026-02-14,2026-02-13,1570.62
SHIP02757,SO02757,UPS Supply Chain,TRK-UPS-66959180,"Detroit, MI, USA","Monterrey, Japan",Delivered,2025-10-23,2025-10-30,147.93
SHIP02758,SO02758,FedEx Freight,TRK-FED-61515010,"Pune, India","Taipei, Canada",In Transit,2026-02-28,,377.36
SHIP02759,SO02759,DB Schenker,TRK-DB -22420744,"Atlanta, GA, USA","Hai Phong, Germany",Delivered,2025-11-09,2025-11-08,1329.03
SHIP02760,SO02760,DHL Express,TRK-DHL-41677339,"Guadalajara, Mexico","Stuttgart, Canada",In Transit,2026-06-26,,484.46
SHIP02761,SO02761,UPS Supply Chain,TRK-UPS-19923857,"Munich, Germany","Dortmund, India",Delivered,2026-02-08,2026-02-09,609.4
SHIP02762,SO02762,DB Schenker,TRK-DB -95085768,"Hamburg, Germany","Osaka, South Korea",Delivered,2026-03-06,2026-03-06,1376.16
SHIP02763,SO02763,DHL Express,TRK-DHL-73179930,Singapore,"Incheon, United States",Delayed,2026-03-21,,1698.02
SHIP02764,SO02764,Maersk Logistics,TRK-MAE-62525785,"Los Angeles, CA, USA","Nagoya, United States",Delivered,2026-04-05,2026-04-05,1270.99
SHIP02765,SO02765,DB Schenker,TRK-DB -29948193,"Frankfurt, Germany","Hamilton, South Korea",Preparing,2026-04-22,,1186.67
SHIP02766,SO02766,DB Schenker,TRK-DB -84190607,"Bengaluru, India","Detroit, China",In Transit,2026-05-27,,755.67
SHIP02767,SO02767,UPS Supply Chain,TRK-UPS-59117583,"Bengaluru, India","Shenzhen, United States",Delivered,2026-06-21,2026-06-22,1440.33
SHIP02768,SO02768,Maersk Logistics,TRK-MAE-49449841,"Taipei, Taiwan","Suzhou, Germany",In Transit,2026-05-06,,958.72
SHIP02769,SO02769,DHL Express,TRK-DHL-59898841,Singapore,"Detroit, Germany",In Transit,2025-09-26,,1810.51
SHIP02770,SO02770,Kuehne + Nagel,TRK-KUE-32660129,"Osaka, Japan","Querétaro, Taiwan",Delivered,2025-12-25,2025-12-24,1073.09
SHIP02771,SO02771,Kuehne + Nagel,TRK-KUE-78757035,"Toronto, Canada","Monterrey, Taiwan",Delivered,2025-12-17,2025-12-17,271.39
SHIP02772,SO02772,DHL Express,TRK-DHL-74710483,"Munich, Germany","Stuttgart, United States",Preparing,2025-09-29,,514.52
SHIP02773,SO02773,Kuehne + Nagel,TRK-KUE-16013841,"Shenzhen, China","Dortmund, China",In Transit,2026-05-03,,1662.45
SHIP02774,SO02774,FedEx Freight,TRK-FED-27791417,"Stuttgart, Germany","Stuttgart, Japan",In Transit,2026-07-11,,468.96
SHIP02775,SO02775,FedEx Freight,TRK-FED-61409506,"Stuttgart, Germany","Bengaluru, India",Delayed,2026-01-17,,1006.36
SHIP02776,SO02776,Kuehne + Nagel,TRK-KUE-96652356,"Hamburg, Germany","Pune, United States",Delivered,2026-05-08,2026-05-08,606.94
SHIP02777,SO02777,UPS Supply Chain,TRK-UPS-99830869,"Seattle, WA, USA","Dallas, Germany",Preparing,2025-10-17,,1484.07
SHIP02778,SO02778,DHL Express,TRK-DHL-83241058,"Toronto, Canada","Osaka, United Kingdom",In Transit,2026-02-02,,127.03
SHIP02779,SO02779,Kuehne + Nagel,TRK-KUE-73809459,"Incheon, South Korea","Dortmund, Japan",In Transit,2026-02-05,,123.6
SHIP02780,SO02780,DHL Express,TRK-DHL-87332454,"Detroit, MI, USA","Dallas, Vietnam",Delayed,2026-02-20,,1250.02
SHIP02781,SO02781,Maersk Logistics,TRK-MAE-47826759,"Pune, India","Birmingham, China",Delivered,2026-07-05,2026-07-06,1109.29
SHIP02782,SO02782,UPS Supply Chain,TRK-UPS-59696958,"Toronto, Canada","Pune, Japan",Delivered,2025-09-27,2025-09-28,1710.69
SHIP02783,SO02783,Maersk Logistics,TRK-MAE-66965876,"Tokyo, Japan","Monterrey, China",In Transit,2025-09-26,,1727.73
SHIP02784,SO02784,Maersk Logistics,TRK-MAE-22018063,"Yokohama, Japan","Munich, Canada",Delivered,2025-09-27,2025-10-05,637.71
SHIP02785,SO02785,Kuehne + Nagel,TRK-KUE-54538253,"Seattle, WA, USA","Seoul, Mexico",In Transit,2026-03-14,,1531.0
SHIP02786,SO02786,DHL Express,TRK-DHL-80506597,"Chicago, IL, USA","Nagoya, China",Delivered,2025-10-03,2025-10-02,252.05
SHIP02787,SO02787,Kuehne + Nagel,TRK-KUE-93436627,"Atlanta, GA, USA","Tokyo, Mexico",In Transit,2026-07-03,,263.72
SHIP02788,SO02788,DB Schenker,TRK-DB -60265172,"Tokyo, Japan","Pune, United States",Delivered,2025-12-12,2025-12-11,247.43
SHIP02789,SO02789,Kuehne + Nagel,TRK-KUE-22075318,"Yokohama, Japan","Seoul, Mexico",Delivered,2026-05-27,2026-05-26,116.14
SHIP02790,SO02790,Maersk Logistics,TRK-MAE-80970338,"Dallas, TX, USA","Hsinchu, United Kingdom",Delivered,2026-07-15,2026-07-15,720.94
SHIP02791,SO02791,Kuehne + Nagel,TRK-KUE-91123501,"Monterrey, Mexico","Detroit, South Korea",In Transit,2026-03-11,,795.39
SHIP02792,SO02792,DHL Express,TRK-DHL-80201816,"Los Angeles, CA, USA","Hai Phong, Japan",Delivered,2025-09-14,2025-09-14,1808.09
SHIP02793,SO02793,DHL Express,TRK-DHL-85146008,"Monterrey, Mexico","Hsinchu, United Kingdom",Delayed,2025-09-29,,1058.62
SHIP02794,SO02794,DHL Express,TRK-DHL-84336009,"Shenzhen, China","Hsinchu, Mexico",In Transit,2026-03-03,,697.69
SHIP02795,SO02795,FedEx Freight,TRK-FED-66063979,"Tokyo, Japan","Taipei, Taiwan",Delivered,2026-07-04,2026-07-03,127.15
SHIP02796,SO02796,Maersk Logistics,TRK-MAE-62221463,"Seattle, WA, USA","Munich, Taiwan",Delivered,2026-01-31,2026-02-06,207.78
SHIP02797,SO02797,FedEx Freight,TRK-FED-95233513,"Seattle, WA, USA","Dallas, United States",Delivered,2026-04-06,2026-04-06,1235.32
SHIP02798,SO02798,FedEx Freight,TRK-FED-35073787,"Shenzhen, China","Nagoya, United States",Delivered,2026-05-11,2026-05-11,1643.68
SHIP02799,SO02799,Kuehne + Nagel,TRK-KUE-93745885,"Yokohama, Japan","Stuttgart, Germany",Preparing,2026-05-20,,560.44
SHIP02800,SO02800,Maersk Logistics,TRK-MAE-54669380,"Dallas, TX, USA","Hai Phong, India",Delivered,2025-09-26,2025-09-26,773.78
SHIP02801,SO02801,DB Schenker,TRK-DB -28982095,"Atlanta, GA, USA","Seoul, India",Delivered,2025-12-24,2025-12-24,45.85
SHIP02802,SO02802,UPS Supply Chain,TRK-UPS-91043489,"Stuttgart, Germany","Dortmund, China",Delayed,2025-11-04,,1179.44
SHIP02803,SO02803,UPS Supply Chain,TRK-UPS-21768427,"Chicago, IL, USA","Querétaro, China",Delivered,2025-12-05,2025-12-05,872.61
SHIP02804,SO02804,DHL Express,TRK-DHL-33974761,"Seattle, WA, USA","Hai Phong, United States",Delivered,2026-07-17,2026-07-16,1528.59
SHIP02805,SO02805,Maersk Logistics,TRK-MAE-61012833,"Melbourne, Australia","Chicago, Japan",Delivered,2025-10-27,2025-10-28,791.27
SHIP02806,SO02806,DB Schenker,TRK-DB -82593663,"Monterrey, Mexico","Birmingham, China",In Transit,2025-10-04,,121.7
SHIP02807,SO02807,Kuehne + Nagel,TRK-KUE-31601931,"Detroit, MI, USA","Hai Phong, Mexico",In Transit,2026-01-01,,1079.58
SHIP02808,SO02808,DB Schenker,TRK-DB -77749751,"Toronto, Canada","Birmingham, Vietnam",Delivered,2026-03-21,2026-03-21,837.36
SHIP02809,SO02809,UPS Supply Chain,TRK-UPS-35090796,"Guadalajara, Mexico","Munich, Taiwan",Delivered,2026-03-28,2026-03-29,1112.01
SHIP02810,SO02810,FedEx Freight,TRK-FED-34454803,"Rotterdam, Netherlands","Monterrey, United States",Preparing,2026-06-29,,175.49
SHIP02811,SO02811,FedEx Freight,TRK-FED-26622444,"Hamburg, Germany","Chicago, Germany",Delivered,2025-11-19,2025-11-18,611.63
SHIP02812,SO02812,Maersk Logistics,TRK-MAE-17261347,"Atlanta, GA, USA","Suzhou, United States",In Transit,2026-04-29,,1264.23
SHIP02813,SO02813,DHL Express,TRK-DHL-49907228,"Atlanta, GA, USA","Birmingham, Vietnam",Delivered,2026-07-23,2026-07-24,434.0
SHIP02814,SO02814,FedEx Freight,TRK-FED-82266776,"Munich, Germany","Hai Phong, South Korea",Delivered,2026-04-23,2026-04-26,362.75
SHIP02815,SO02815,Kuehne + Nagel,TRK-KUE-48686682,"Chicago, IL, USA","Shenzhen, Mexico",Delivered,2025-12-01,2025-12-04,1541.58
SHIP02816,SO02816,FedEx Freight,TRK-FED-98468356,"Bengaluru, India","Taipei, Taiwan",Delivered,2026-04-24,2026-04-25,719.29
SHIP02817,SO02817,Maersk Logistics,TRK-MAE-27410617,"Chicago, IL, USA","Dallas, China",In Transit,2026-02-09,,427.36
SHIP02818,SO02818,Kuehne + Nagel,TRK-KUE-41465678,"Monterrey, Mexico","Pune, Mexico",Delivered,2026-07-24,2026-07-24,1681.64
SHIP02819,SO02819,Kuehne + Nagel,TRK-KUE-95663626,"Frankfurt, Germany","Dallas, Germany",Delivered,2026-03-05,2026-03-12,597.6
SHIP02820,SO02820,Maersk Logistics,TRK-MAE-72995477,"Rotterdam, Netherlands","Shenzhen, United States",Returned,2026-07-12,2026-07-17,1365.89
SHIP02821,SO02821,UPS Supply Chain,TRK-UPS-20686748,"Guadalajara, Mexico","Detroit, India",In Transit,2026-02-03,,1043.36
SHIP02822,SO02822,UPS Supply Chain,TRK-UPS-74729250,"Chicago, IL, USA","Nagoya, United Kingdom",Delayed,2026-01-06,,158.16
SHIP02823,SO02823,Maersk Logistics,TRK-MAE-83330703,"Los Angeles, CA, USA","Taipei, Germany",Delivered,2025-11-26,2025-11-28,1617.39
SHIP02824,SO02824,DHL Express,TRK-DHL-11870156,"Detroit, MI, USA","Detroit, Canada",In Transit,2026-01-19,,227.21
SHIP02825,SO02825,UPS Supply Chain,TRK-UPS-53285103,"Tokyo, Japan","Birmingham, Germany",Delivered,2025-12-18,2025-12-19,606.37
SHIP02826,SO02826,FedEx Freight,TRK-FED-58441902,"Dallas, TX, USA","Shenzhen, Japan",Delivered,2026-06-07,2026-06-06,437.84
SHIP02827,SO02827,FedEx Freight,TRK-FED-67331209,"Frankfurt, Germany","Incheon, China",Delivered,2025-10-06,2025-10-05,1681.53
SHIP02828,SO02828,Kuehne + Nagel,TRK-KUE-51044003,"Pune, India","Monterrey, India",Delayed,2025-11-17,,229.35
SHIP02829,SO02829,FedEx Freight,TRK-FED-62065388,"Seattle, WA, USA","Detroit, Japan",Delivered,2025-10-04,2025-10-04,1490.83
